"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"07/30/2020,""966.08"",""988.67"",""988.67"",""956.22"",""306.78M"",""-2.13%"""
"07/29/2020,""987.09"",""985.41"",""990.92"",""985.16"",""186.62M"",""0.22%"""
"07/28/2020,""984.90"",""982.78"",""986.63"",""977.25"",""188.96M"",""0.12%"""
"07/27/2020,""983.70"",""983.90"",""987.32"",""978.98"",""187.73M"",""-0.33%"""
"07/24/2020,""986.95"",""992.39"",""992.58"",""981.22"",""178.94M"",""-1.82%"""
"07/23/2020,""1,005.27"",""1,009.84"",""1,013.35"",""1,002.54"",""198.49M"",""0.15%"""
"07/22/2020,""1,003.79"",""1,015.81"",""1,016.03"",""1,002.06"",""211.55M"",""-1.38%"""
"07/21/2020,""1,017.79"",""1,021.03"",""1,028.53"",""1,016.51"",""239.35M"",""0.49%"""
"07/20/2020,""1,012.81"",""1,004.53"",""1,013.71"",""995.94"",""182.41M"",""0.65%"""
"07/17/2020,""1,006.22"",""1,009.75"",""1,010.28"",""1,003.34"",""217.39M"",""-0.24%"""
"07/16/2020,""1,008.60"",""1,006.22"",""1,010.97"",""1,000.53"",""180.86M"",""-0.47%"""
"07/15/2020,""1,013.36"",""1,005.47"",""1,019.96"",""1,003.80"",""242.91M"",""1.59%"""
"07/14/2020,""997.48"",""994.68"",""997.48"",""985.13"",""227.84M"",""-1.04%"""
"07/13/2020,""1,007.97"",""1,005.01"",""1,008.77"",""995.85"",""188.42M"",""1.44%"""
"07/10/2020,""993.70"",""980.13"",""994.51"",""978.82"",""201.00M"",""0.85%"""
"07/09/2020,""985.33"",""999.88"",""1,001.31"",""983.58"",""209.27M"",""-0.96%"""
"07/08/2020,""994.93"",""998.29"",""1,004.18"",""992.65"",""211.74M"",""-0.77%"""
"07/07/2020,""1,002.64"",""1,003.60"",""1,003.73"",""995.72"",""202.13M"",""-0.54%"""
"07/06/2020,""1,008.05"",""1,011.85"",""1,012.89"",""1,002.98"",""224.02M"",""1.53%"""
"07/03/2020,""992.87"",""1,000.24"",""1,001.90"",""988.97"",""153.58M"",""-0.55%"""
"07/02/2020,""998.32"",""985.18"",""1,001.61"",""983.85"",""285.91M"",""2.17%"""
"07/01/2020,""977.13"",""977.63"",""982.97"",""962.36"",""239.57M"",""0.06%"""
"06/30/2020,""976.54"",""979.86"",""981.65"",""969.94"",""269.34M"",""0.10%"""
"06/29/2020,""975.60"",""967.72"",""981.50"",""963.71"",""236.24M"",""0.47%"""
"06/26/2020,""971.07"",""980.50"",""988.98"",""970.51"",""222.68M"",""-0.12%"""
"06/25/2020,""972.26"",""962.72"",""975.79"",""950.31"",""267.67M"",""0.75%"""
"06/24/2020,""965.00"",""988.35"",""991.01"",""965.00"",""258.65M"",""-2.90%"""
"06/23/2020,""993.85"",""985.84"",""999.11"",""984.45"",""260.90M"",""1.45%"""
"06/22/2020,""979.67"",""976.11"",""990.42"",""971.86"",""219.00M"",""-0.58%"""
"06/19/2020,""985.42"",""988.11"",""994.31"",""984.92"",""579.36M"",""0.45%"""
"06/18/2020,""980.97"",""982.55"",""991.55"",""973.55"",""262.27M"",""-0.47%"""
"06/17/2020,""985.62"",""977.86"",""990.22"",""977.61"",""291.12M"",""0.84%"""
"06/16/2020,""977.45"",""969.63"",""986.91"",""965.53"",""352.57M"",""3.02%"""
"06/15/2020,""948.84"",""931.16"",""953.18"",""926.94"",""296.77M"",""-0.48%"""
"06/12/2020,""953.39"",""940.89"",""969.14"",""937.52"",""326.07M"",""0.60%"""
"06/11/2020,""947.73"",""966.69"",""971.65"",""947.73"",""399.51M"",""-4.19%"""
"06/10/2020,""989.21"",""1,000.13"",""1,006.76"",""987.93"",""308.93M"",""-0.60%"""
"06/09/2020,""995.21"",""1,010.00"",""1,012.29"",""987.38"",""394.65M"",""-1.22%"""
"06/08/2020,""1,007.55"",""1,006.53"",""1,014.20"",""1,003.09"",""397.58M"",""-0.71%"""
"06/05/2020,""1,014.74"",""994.58"",""1,015.10"",""994.51"",""454.93M"",""2.85%"""
"06/04/2020,""986.66"",""982.77"",""992.75"",""978.28"",""352.65M"",""-0.15%"""
"06/03/2020,""988.16"",""967.75"",""988.98"",""967.63"",""394.36M"",""3.04%"""
"06/02/2020,""958.97"",""950.73"",""962.10"",""948.08"",""313.57M"",""1.64%"""
"06/01/2020,""943.48"",""945.78"",""945.78"",""934.40"",""209.95M"",""1.42%"""
"05/29/2020,""930.25"",""935.35"",""941.04"",""928.31"",""522.16M"",""-1.35%"""
"05/28/2020,""943.02"",""932.64"",""944.62"",""930.17"",""318.60M"",""1.70%"""
"05/27/2020,""927.24"",""921.19"",""931.13"",""917.94"",""425.48M"",""0.86%"""
"05/26/2020,""919.37"",""917.52"",""921.27"",""913.30"",""322.68M"",""1.26%"""
"05/25/2020,""907.89"",""897.81"",""907.89"",""893.02"",""149.95M"",""1.91%"""
"05/22/2020,""890.87"",""877.96"",""894.31"",""875.25"",""261.54M"",""0.00%"""
"05/21/2020,""890.86"",""889.99"",""900.92"",""888.33"",""224.35M"",""-1.27%"""
"05/20/2020,""902.29"",""886.19"",""902.58"",""880.86"",""268.11M"",""1.36%"""
"05/19/2020,""890.14"",""901.06"",""901.06"",""883.34"",""358.41M"",""-0.72%"""
"05/18/2020,""896.62"",""873.68"",""898.00"",""872.77"",""293.65M"",""4.44%"""
"05/15/2020,""858.52"",""866.04"",""869.35"",""854.40"",""301.42M"",""0.28%"""
"05/14/2020,""856.16"",""862.55"",""866.56"",""843.63"",""335.16M"",""-2.07%"""
"05/13/2020,""874.29"",""883.53"",""885.04"",""872.79"",""287.39M"",""-2.13%"""
"05/12/2020,""893.34"",""892.11"",""897.66"",""889.74"",""263.04M"",""-0.25%"""
"05/11/2020,""895.57"",""904.83"",""906.73"",""888.92"",""219.11M"",""-0.53%"""
"05/08/2020,""900.37"",""897.43"",""902.07"",""893.82"",""165.44M"",""1.19%"""
"05/07/2020,""889.75"",""879.90"",""889.75"",""878.37"",""212.71M"",""1.68%"""
"05/06/2020,""875.01"",""883.33"",""883.84"",""874.18"",""239.02M"",""-0.82%"""
"05/05/2020,""882.25"",""877.74"",""882.49"",""869.87"",""264.49M"",""2.16%"""
"05/04/2020,""863.56"",""870.19"",""870.89"",""860.21"",""360.74M"",""-4.04%"""
"04/30/2020,""899.87"",""923.15"",""926.99"",""897.30"",""396.20M"",""-2.19%"""
"04/29/2020,""919.99"",""900.83"",""920.68"",""899.17"",""294.87M"",""2.12%"""
"04/28/2020,""900.85"",""886.90"",""904.73"",""884.06"",""292.45M"",""1.67%"""
"04/27/2020,""886.07"",""881.66"",""886.07"",""877.83"",""204.64M"",""2.34%"""
"04/24/2020,""865.80"",""864.73"",""876.58"",""862.19"",""243.14M"",""-1.38%"""
"04/23/2020,""877.91"",""875.80"",""885.07"",""866.37"",""248.79M"",""0.82%"""
"04/22/2020,""870.80"",""863.68"",""871.77"",""861.10"",""250.09M"",""1.49%"""
"04/21/2020,""858.01"",""879.40"",""880.29"",""858.01"",""286.20M"",""-3.50%"""
"04/20/2020,""889.15"",""888.82"",""889.33"",""871.67"",""235.21M"",""0.66%"""
"04/17/2020,""883.28"",""881.69"",""891.57"",""878.03"",""359.68M"",""2.98%"""
"04/16/2020,""857.71"",""867.35"",""868.95"",""852.52"",""329.23M"",""0.08%"""
"04/15/2020,""857.04"",""887.60"",""889.73"",""854.39"",""337.41M"",""-3.58%"""
"04/14/2020,""888.89"",""896.87"",""897.88"",""885.64"",""305.19M"",""0.11%"""
"04/09/2020,""887.87"",""887.69"",""894.71"",""871.13"",""353.26M"",""1.54%"""
"04/08/2020,""874.39"",""866.17"",""874.39"",""856.63"",""262.52M"",""0.20%"""
"04/07/2020,""872.62"",""880.12"",""886.52"",""861.43"",""405.08M"",""2.08%"""
"04/06/2020,""854.82"",""848.07"",""856.17"",""841.62"",""381.90M"",""4.25%"""
"04/03/2020,""819.98"",""829.15"",""831.61"",""817.76"",""410.04M"",""-1.54%"""
"04/02/2020,""832.84"",""834.44"",""839.58"",""817.94"",""399.76M"",""0.60%"""
"04/01/2020,""827.86"",""833.57"",""835.81"",""823.08"",""386.34M"",""-3.53%"""
"03/31/2020,""858.11"",""861.19"",""868.55"",""841.98"",""416.22M"",""0.85%"""
"03/30/2020,""850.89"",""847.52"",""850.95"",""820.56"",""336.44M"",""0.89%"""
"03/27/2020,""843.39"",""860.66"",""866.50"",""832.80"",""407.86M"",""-4.37%"""
"03/26/2020,""881.91"",""842.25"",""881.91"",""834.66"",""439.38M"",""2.43%"""
"03/25/2020,""861.02"",""849.23"",""868.45"",""824.05"",""513.90M"",""3.82%"""
"03/24/2020,""829.31"",""799.58"",""829.31"",""791.69"",""506.58M"",""8.18%"""
"03/23/2020,""766.63"",""756.96"",""794.44"",""751.55"",""531.48M"",""-3.22%"""
"03/20/2020,""792.16"",""795.34"",""807.22"",""780.54"",""940.52M"",""4.65%"""
"03/19/2020,""756.95"",""749.91"",""761.47"",""724.14"",""574.43M"",""3.14%"""
"03/18/2020,""733.93"",""757.19"",""759.32"",""728.40"",""536.23M"",""-4.97%"""
"03/17/2020,""772.34"",""784.61"",""785.14"",""729.51"",""608.74M"",""2.29%"""
"03/16/2020,""755.08"",""756.65"",""768.53"",""710.47"",""736.76M"",""-5.70%"""
"03/13/2020,""800.75"",""824.27"",""862.32"",""790.09"",""797.09M"",""1.51%"""
"03/12/2020,""788.87"",""850.54"",""855.23"",""785.45"",""856.80M"",""-11.97%"""
"03/11/2020,""896.16"",""916.86"",""924.93"",""894.47"",""528.79M"",""-0.59%"""
"03/10/2020,""901.50"",""926.05"",""956.39"",""897.16"",""662.44M"",""-1.40%"""
"03/09/2020,""914.32"",""943.27"",""944.32"",""910.98"",""766.02M"",""-8.09%"""
"03/06/2020,""994.77"",""1,015.15"",""1,020.59"",""989.07"",""465.58M"",""-3.99%"""
"03/05/2020,""1,036.08"",""1,059.93"",""1,060.44"",""1,029.96"",""382.98M"",""-1.68%"""
"03/04/2020,""1,053.73"",""1,038.40"",""1,060.12"",""1,034.29"",""381.76M"",""1.33%"""
"03/03/2020,""1,039.95"",""1,043.13"",""1,061.00"",""1,036.59"",""449.03M"",""1.19%"""
"03/02/2020,""1,027.68"",""1,040.58"",""1,047.58"",""1,002.86"",""490.68M"",""0.56%"""
"02/28/2020,""1,021.98"",""1,025.62"",""1,033.49"",""1,007.93"",""655.55M"",""-3.53%"""
"02/27/2020,""1,059.36"",""1,077.39"",""1,082.72"",""1,045.66"",""482.89M"",""-3.64%"""
"02/26/2020,""1,099.41"",""1,091.25"",""1,103.69"",""1,067.71"",""392.98M"",""0.01%"""
"02/25/2020,""1,099.27"",""1,125.90"",""1,127.54"",""1,097.43"",""335.20M"",""-1.89%"""
"02/24/2020,""1,120.45"",""1,133.97"",""1,134.15"",""1,113.33"",""379.23M"",""-3.76%"""
"02/21/2020,""1,164.17"",""1,165.82"",""1,171.10"",""1,157.76"",""238.29M"",""-0.59%"""
"02/20/2020,""1,171.09"",""1,180.52"",""1,181.24"",""1,171.09"",""229.25M"",""-0.93%"""
"02/19/2020,""1,182.10"",""1,177.01"",""1,182.10"",""1,175.04"",""215.73M"",""0.80%"""
"02/18/2020,""1,172.73"",""1,167.97"",""1,175.59"",""1,167.65"",""216.36M"",""-0.32%"""
"02/17/2020,""1,176.46"",""1,176.50"",""1,178.36"",""1,174.06"",""140.80M"",""0.18%"""
"02/14/2020,""1,174.35"",""1,177.31"",""1,177.71"",""1,173.38"",""204.48M"",""-0.15%"""
"02/13/2020,""1,176.13"",""1,171.53"",""1,176.13"",""1,163.21"",""272.14M"",""-0.13%"""
"02/12/2020,""1,177.67"",""1,169.90"",""1,177.68"",""1,169.65"",""242.25M"",""0.83%"""
"02/11/2020,""1,167.97"",""1,166.10"",""1,169.00"",""1,164.16"",""206.72M"",""0.70%"""
"02/10/2020,""1,159.84"",""1,157.11"",""1,159.84"",""1,154.55"",""172.35M"",""-0.11%"""
"02/07/2020,""1,161.09"",""1,162.26"",""1,164.78"",""1,155.81"",""203.90M"",""-0.31%"""
"02/06/2020,""1,164.68"",""1,164.88"",""1,166.06"",""1,159.74"",""255.75M"",""0.72%"""
"02/05/2020,""1,156.32"",""1,142.11"",""1,158.99"",""1,141.61"",""264.63M"",""1.01%"""
"02/04/2020,""1,144.73"",""1,131.21"",""1,144.73"",""1,130.87"",""219.41M"",""1.70%"""
"02/03/2020,""1,125.58"",""1,122.94"",""1,129.91"",""1,119.49"",""204.63M"",""0.48%"""
"01/31/2020,""1,120.23"",""1,136.40"",""1,137.17"",""1,119.17"",""263.29M"",""-1.07%"""
"01/30/2020,""1,132.35"",""1,134.75"",""1,137.69"",""1,128.40"",""250.11M"",""-1.24%"""
"01/29/2020,""1,146.55"",""1,141.10"",""1,149.12"",""1,141.00"",""222.05M"",""0.36%"""
"01/28/2020,""1,142.43"",""1,136.12"",""1,143.72"",""1,129.70"",""208.37M"",""0.96%"""
"01/27/2020,""1,131.52"",""1,142.49"",""1,145.32"",""1,129.26"",""238.04M"",""-2.49%"""
"01/24/2020,""1,160.41"",""1,157.70"",""1,166.42"",""1,157.70"",""197.12M"",""0.99%"""
"01/23/2020,""1,149.05"",""1,154.76"",""1,158.38"",""1,147.43"",""209.67M"",""-0.78%"""
"01/22/2020,""1,158.03"",""1,162.33"",""1,165.62"",""1,157.03"",""179.71M"",""-0.28%"""
"01/21/2020,""1,161.33"",""1,158.83"",""1,161.33"",""1,151.97"",""158.98M"",""-0.48%"""
"01/20/2020,""1,166.93"",""1,169.21"",""1,169.49"",""1,165.39"",""110.17M"",""-0.27%"""
"01/17/2020,""1,170.06"",""1,164.01"",""1,171.47"",""1,163.74"",""195.45M"",""0.94%"""
"01/16/2020,""1,159.20"",""1,159.25"",""1,162.42"",""1,156.00"",""173.34M"",""0.11%"""
"01/15/2020,""1,157.87"",""1,158.39"",""1,159.93"",""1,153.77"",""197.37M"",""0.02%"""
"01/14/2020,""1,157.63"",""1,156.62"",""1,157.92"",""1,145.92"",""174.78M"",""0.15%"""
"01/13/2020,""1,155.86"",""1,157.93"",""1,160.43"",""1,152.29"",""157.43M"",""-0.13%"""
"01/10/2020,""1,157.33"",""1,161.35"",""1,161.46"",""1,156.43"",""165.49M"",""-0.12%"""
"01/09/2020,""1,158.67"",""1,162.29"",""1,163.80"",""1,157.39"",""188.10M"",""0.28%"""
"01/08/2020,""1,155.38"",""1,148.55"",""1,155.73"",""1,145.81"",""174.55M"",""0.20%"""
"01/07/2020,""1,153.09"",""1,155.87"",""1,161.61"",""1,150.62"",""160.81M"",""0.11%"""
"01/06/2020,""1,151.81"",""1,148.64"",""1,152.62"",""1,139.88"",""163.29M"",""-0.48%"""
"01/03/2020,""1,157.38"",""1,152.36"",""1,157.38"",""1,148.74"",""140.65M"",""-0.08%"""
"01/02/2020,""1,158.26"",""1,151.52"",""1,160.66"",""1,150.93"",""146.42M"",""1.21%"""
"12/31/2019,""1,144.39"",""1,144.37"",""1,147.76"",""1,142.41"",""48.13M"",""-0.19%"""
"12/30/2019,""1,146.56"",""1,155.09"",""1,156.44"",""1,146.56"",""89.12M"",""-0.87%"""
"12/27/2019,""1,156.61"",""1,156.17"",""1,160.82"",""1,154.50"",""108.04M"",""0.20%"""
"12/24/2019,""1,154.29"",""1,153.00"",""1,154.89"",""1,152.53"",""31.05M"",""0.04%"""
"12/23/2019,""1,153.81"",""1,150.92"",""1,155.16"",""1,149.71"",""108.56M"",""0.11%"""
"12/20/2019,""1,152.58"",""1,143.97"",""1,152.59"",""1,141.63"",""343.39M"",""0.84%"""
"12/19/2019,""1,142.95"",""1,140.80"",""1,142.95"",""1,137.63"",""185.59M"",""0.23%"""
"12/18/2019,""1,140.28"",""1,141.00"",""1,144.52"",""1,139.80"",""181.49M"",""-0.05%"""
"12/17/2019,""1,140.88"",""1,144.68"",""1,144.68"",""1,138.82"",""208.97M"",""-0.48%"""
"12/16/2019,""1,146.34"",""1,137.45"",""1,148.86"",""1,137.11"",""177.19M"",""1.23%"""
"12/13/2019,""1,132.44"",""1,138.95"",""1,141.02"",""1,130.71"",""256.65M"",""0.58%"""
"12/12/2019,""1,125.87"",""1,124.90"",""1,131.65"",""1,118.46"",""223.13M"",""0.24%"""
"12/11/2019,""1,123.19"",""1,121.49"",""1,124.32"",""1,117.24"",""144.74M"",""0.07%"""
"12/10/2019,""1,122.43"",""1,121.82"",""1,123.29"",""1,110.13"",""155.70M"",""-0.08%"""
"12/09/2019,""1,123.28"",""1,127.05"",""1,127.69"",""1,123.03"",""130.93M"",""-0.42%"""
"12/06/2019,""1,127.99"",""1,117.20"",""1,127.99"",""1,116.42"",""158.76M"",""1.29%"""
"12/05/2019,""1,113.65"",""1,116.09"",""1,122.79"",""1,113.64"",""157.74M"",""-0.02%"""
"12/04/2019,""1,113.85"",""1,100.93"",""1,115.93"",""1,100.93"",""190.56M"",""1.18%"""
"12/03/2019,""1,100.84"",""1,111.33"",""1,114.42"",""1,095.85"",""207.51M"",""-0.86%"""
"12/02/2019,""1,110.43"",""1,131.10"",""1,138.46"",""1,109.17"",""223.71M"",""-1.73%"""
"11/29/2019,""1,129.97"",""1,127.98"",""1,135.09"",""1,126.33"",""138.09M"",""-0.11%"""
"11/28/2019,""1,131.24"",""1,130.76"",""1,131.62"",""1,128.95"",""101.14M"",""-0.22%"""
"11/27/2019,""1,133.69"",""1,135.96"",""1,136.64"",""1,132.37"",""158.47M"",""0.03%"""
"11/26/2019,""1,133.31"",""1,131.47"",""1,135.14"",""1,128.03"",""282.48M"",""0.20%"""
"11/25/2019,""1,131.03"",""1,128.67"",""1,132.16"",""1,128.20"",""140.89M"",""0.61%"""
"11/22/2019,""1,124.20"",""1,123.41"",""1,129.54"",""1,122.74"",""166.67M"",""0.29%"""
"11/21/2019,""1,120.96"",""1,119.06"",""1,123.12"",""1,113.44"",""178.98M"",""-0.40%"""
"11/20/2019,""1,125.51"",""1,124.46"",""1,126.81"",""1,119.60"",""179.49M"",""-0.32%"""
"11/19/2019,""1,129.08"",""1,134.23"",""1,139.36"",""1,126.72"",""167.16M"",""-0.38%"""
"11/18/2019,""1,133.44"",""1,134.68"",""1,135.10"",""1,128.33"",""162.45M"",""-0.05%"""
"11/15/2019,""1,134.03"",""1,132.81"",""1,134.55"",""1,126.84"",""160.41M"",""0.60%"""
"11/14/2019,""1,127.22"",""1,127.77"",""1,130.69"",""1,126.60"",""160.92M"",""-0.15%"""
"11/13/2019,""1,128.89"",""1,128.60"",""1,130.13"",""1,123.36"",""188.05M"",""-0.19%"""
"11/12/2019,""1,131.07"",""1,128.68"",""1,133.41"",""1,127.14"",""166.61M"",""0.43%"""
"11/11/2019,""1,126.23"",""1,123.31"",""1,128.46"",""1,122.49"",""151.14M"",""0.02%"""
"11/08/2019,""1,125.96"",""1,123.33"",""1,126.73"",""1,121.55"",""220.94M"",""-0.10%"""
"11/07/2019,""1,127.13"",""1,127.62"",""1,127.83"",""1,124.01"",""222.57M"",""0.33%"""
"11/06/2019,""1,123.44"",""1,119.63"",""1,124.93"",""1,118.66"",""207.09M"",""0.37%"""
"11/05/2019,""1,119.25"",""1,114.99"",""1,120.01"",""1,113.74"",""204.97M"",""0.47%"""
"11/04/2019,""1,114.00"",""1,108.27"",""1,116.42"",""1,108.07"",""215.17M"",""0.93%"""
"11/01/2019,""1,103.74"",""1,101.12"",""1,106.69"",""1,100.05"",""164.07M"",""0.53%"""
"10/31/2019,""1,097.89"",""1,105.17"",""1,107.20"",""1,095.52"",""249.90M"",""-0.62%"""
"10/30/2019,""1,104.74"",""1,101.65"",""1,104.74"",""1,097.39"",""193.42M"",""0.49%"""
"10/29/2019,""1,099.36"",""1,099.53"",""1,099.53"",""1,095.59"",""193.03M"",""0.00%"""
"10/28/2019,""1,099.33"",""1,098.37"",""1,102.41"",""1,096.13"",""164.91M"",""0.03%"""
"10/25/2019,""1,098.98"",""1,102.62"",""1,102.62"",""1,091.81"",""174.45M"",""0.00%"""
"10/24/2019,""1,098.93"",""1,096.22"",""1,099.40"",""1,093.61"",""188.52M"",""0.68%"""
"10/23/2019,""1,091.51"",""1,086.29"",""1,092.19"",""1,085.29"",""172.19M"",""-0.13%"""
"10/22/2019,""1,092.89"",""1,092.06"",""1,092.89"",""1,086.05"",""156.78M"",""0.02%"""
"10/21/2019,""1,092.63"",""1,089.93"",""1,094.66"",""1,088.19"",""179.07M"",""0.30%"""
"10/18/2019,""1,089.39"",""1,092.54"",""1,095.26"",""1,086.69"",""191.90M"",""-0.58%"""
"10/17/2019,""1,095.71"",""1,095.41"",""1,105.89"",""1,095.25"",""207.03M"",""-0.28%"""
"10/16/2019,""1,098.82"",""1,101.00"",""1,102.14"",""1,097.25"",""205.61M"",""-0.20%"""
"10/15/2019,""1,100.99"",""1,097.03"",""1,104.48"",""1,093.29"",""201.50M"",""0.96%"""
"10/14/2019,""1,090.50"",""1,090.61"",""1,091.74"",""1,082.51"",""151.19M"",""-0.33%"""
"10/11/2019,""1,094.13"",""1,077.84"",""1,094.27"",""1,077.62"",""271.56M"",""1.60%"""
"10/10/2019,""1,076.86"",""1,070.27"",""1,078.57"",""1,062.26"",""200.17M"",""0.96%"""
"10/09/2019,""1,066.60"",""1,059.77"",""1,069.86"",""1,057.61"",""172.28M"",""0.65%"""
"10/08/2019,""1,059.72"",""1,072.99"",""1,074.05"",""1,059.23"",""165.38M"",""-1.20%"""
"10/07/2019,""1,072.64"",""1,063.92"",""1,072.80"",""1,061.71"",""147.09M"",""0.71%"""
"10/04/2019,""1,065.09"",""1,058.86"",""1,065.09"",""1,053.88"",""177.97M"",""0.95%"""
"10/03/2019,""1,055.08"",""1,052.97"",""1,060.22"",""1,046.36"",""191.13M"",""0.22%"""
"10/02/2019,""1,052.78"",""1,083.37"",""1,083.37"",""1,052.78"",""246.91M"",""-2.94%"""
"10/01/2019,""1,084.71"",""1,102.97"",""1,105.85"",""1,084.09"",""187.35M"",""-1.32%"""
"09/30/2019,""1,099.17"",""1,092.01"",""1,099.31"",""1,090.62"",""182.09M"",""0.55%"""
"09/27/2019,""1,093.19"",""1,090.88"",""1,094.72"",""1,089.78"",""159.87M"",""0.35%"""
"09/26/2019,""1,089.41"",""1,080.51"",""1,091.29"",""1,080.21"",""189.99M"",""0.71%"""
"09/25/2019,""1,081.71"",""1,082.62"",""1,083.43"",""1,071.88"",""180.28M"",""-0.63%"""
"09/24/2019,""1,088.56"",""1,090.98"",""1,092.23"",""1,088.37"",""155.24M"",""-0.02%"""
"09/23/2019,""1,088.81"",""1,095.69"",""1,096.99"",""1,086.21"",""173.50M"",""-0.90%"""
"09/20/2019,""1,098.69"",""1,094.09"",""1,100.33"",""1,092.13"",""388.14M"",""0.41%"""
"09/19/2019,""1,094.16"",""1,087.47"",""1,094.73"",""1,087.47"",""183.32M"",""0.51%"""
"09/18/2019,""1,088.57"",""1,086.79"",""1,091.17"",""1,085.98"",""161.81M"",""0.12%"""
"09/17/2019,""1,087.30"",""1,083.90"",""1,087.81"",""1,082.09"",""198.66M"",""0.26%"""
"09/16/2019,""1,084.49"",""1,088.37"",""1,089.30"",""1,084.49"",""194.35M"",""-0.83%"""
"09/13/2019,""1,093.59"",""1,092.27"",""1,095.38"",""1,090.32"",""203.56M"",""0.17%"""
"09/12/2019,""1,091.71"",""1,090.07"",""1,096.52"",""1,084.58"",""247.85M"",""0.54%"""
"09/11/2019,""1,085.87"",""1,081.86"",""1,086.22"",""1,081.15"",""220.71M"",""0.60%"""
"09/10/2019,""1,079.36"",""1,080.82"",""1,080.82"",""1,072.84"",""273.76M"",""-0.10%"""
"09/09/2019,""1,080.43"",""1,084.15"",""1,084.20"",""1,077.90"",""176.20M"",""-0.19%"""
"09/06/2019,""1,082.53"",""1,081.75"",""1,084.49"",""1,078.87"",""188.86M"",""0.01%"""
"09/05/2019,""1,082.43"",""1,080.22"",""1,083.77"",""1,077.69"",""195.27M"",""0.82%"""
"09/04/2019,""1,073.66"",""1,071.54"",""1,075.43"",""1,069.85"",""156.57M"",""1.08%"""
"09/03/2019,""1,062.20"",""1,065.05"",""1,065.20"",""1,057.25"",""150.73M"",""-0.42%"""
"09/02/2019,""1,066.70"",""1,064.81"",""1,069.01"",""1,064.72"",""106.59M"",""0.25%"""
"08/30/2019,""1,064.09"",""1,057.54"",""1,067.79"",""1,056.87"",""188.91M"",""0.68%"""
"08/29/2019,""1,056.91"",""1,040.84"",""1,058.22"",""1,040.03"",""173.16M"",""1.40%"""
"08/28/2019,""1,042.33"",""1,042.11"",""1,043.42"",""1,033.85"",""142.35M"",""-0.27%"""
"08/27/2019,""1,045.20"",""1,037.32"",""1,046.82"",""1,032.50"",""176.95M"",""0.71%"""
"08/26/2019,""1,037.81"",""1,031.09"",""1,041.99"",""1,028.01"",""105.99M"",""0.26%"""
"08/23/2019,""1,035.17"",""1,050.34"",""1,052.38"",""1,035.17"",""164.14M"",""-1.00%"""
"08/22/2019,""1,045.62"",""1,051.02"",""1,054.85"",""1,043.91"",""175.11M"",""-0.85%"""
"08/21/2019,""1,054.63"",""1,041.01"",""1,055.31"",""1,041.01"",""135.37M"",""1.58%"""
"08/20/2019,""1,038.27"",""1,044.21"",""1,048.75"",""1,036.38"",""160.18M"",""-0.67%"""
"08/19/2019,""1,045.26"",""1,038.28"",""1,046.10"",""1,036.77"",""172.63M"",""1.35%"""
"08/16/2019,""1,031.32"",""1,021.14"",""1,032.02"",""1,020.90"",""256.55M"",""1.35%"""
"08/15/2019,""1,017.59"",""1,024.82"",""1,025.34"",""1,005.18"",""237.04M"",""-0.38%"""
"08/14/2019,""1,021.46"",""1,042.75"",""1,042.75"",""1,017.47"",""217.00M"",""-1.94%"""
"08/13/2019,""1,041.64"",""1,031.37"",""1,049.01"",""1,024.83"",""236.73M"",""0.66%"""
"08/12/2019,""1,034.78"",""1,045.01"",""1,049.60"",""1,032.40"",""154.52M"",""-0.34%"""
"08/09/2019,""1,038.33"",""1,046.60"",""1,048.49"",""1,036.50"",""191.74M"",""-1.11%"""
"08/08/2019,""1,049.96"",""1,041.16"",""1,049.96"",""1,036.53"",""199.95M"",""2.04%"""
"08/07/2019,""1,028.99"",""1,026.62"",""1,037.42"",""1,021.01"",""233.89M"",""0.60%"""
"08/06/2019,""1,022.90"",""1,025.35"",""1,034.42"",""1,022.90"",""220.97M"",""-0.28%"""
"08/05/2019,""1,025.81"",""1,039.21"",""1,041.95"",""1,023.68"",""254.47M"",""-2.42%"""
"08/02/2019,""1,051.28"",""1,062.41"",""1,068.24"",""1,049.45"",""329.35M"",""-3.28%"""
"08/01/2019,""1,086.88"",""1,075.06"",""1,087.73"",""1,075.06"",""220.78M"",""0.54%"""
"07/31/2019,""1,081.09"",""1,079.29"",""1,083.80"",""1,077.88"",""197.59M"",""0.06%"""
"07/30/2019,""1,080.42"",""1,096.63"",""1,096.63"",""1,077.84"",""202.94M"",""-1.37%"""
"07/29/2019,""1,095.44"",""1,094.14"",""1,099.75"",""1,093.18"",""164.78M"",""-0.22%"""
"07/26/2019,""1,097.82"",""1,091.32"",""1,098.31"",""1,090.82"",""185.63M"",""0.51%"""
"07/25/2019,""1,092.21"",""1,102.15"",""1,108.48"",""1,087.06"",""255.68M"",""-0.30%"""
"07/24/2019,""1,095.49"",""1,096.22"",""1,097.81"",""1,090.95"",""181.68M"",""-0.02%"""
"07/23/2019,""1,095.66"",""1,090.30"",""1,099.07"",""1,088.87"",""184.25M"",""0.90%"""
"07/22/2019,""1,085.89"",""1,081.95"",""1,086.83"",""1,081.23"",""146.19M"",""0.39%"""
"07/19/2019,""1,081.64"",""1,086.66"",""1,090.02"",""1,078.50"",""165.56M"",""0.31%"""
